review,rating,date,sentiment,clean_review
pake seabank mantap..,5,2026-04-19 06:31:44,positif,pake seabank mantap
sippppppp,5,2026-04-19 06:07:55,positif,sippppppp
"lebih ribet dari bank bank seperti BNI BCA gtuan anying,udh perifikasi nik,nama saacan wajah tetep susah nanya ke cs nya sama aja malah suruh login dlu bego udh tau lupa nomer hp, ujung ujungnya suruh telpon cs anying stress percuma ada cs di cht kalo harus telpon mah ga ada solusi",1,2026-04-19 06:06:52,negatif,ribet bank bank bni bca gtuan anyingudh perifikasi niknama saacan wajah tetep susah nanya cs nya aja suruh login dlu bego udh tau lupa nomer hp ujung ujung suruh telpon cs anying stress cs cht kalo telpon mah ga solusi
"saya sangat puas menabung di SEABANK. Semuanya serba mudah dan nyata.. TERUTAMA; Menggunakan nomor rekening, tidak menggunakan nomor HP.",5,2026-04-19 06:03:03,positif,puas tabung seabank serba mudah nyata nomor rekening nomor hp
Lupa sandi,5,2026-04-19 05:58:27,positif,lupa sandi
mudah bertransaksi,5,2026-04-19 05:37:18,positif,mudah transaksi
banyak banget penipuan di seabank. tidak merekomendasikan,1,2026-04-19 05:32:55,negatif,banget tipu seabank rekomendasi
Suka banget tiap hari dapet bunganya haha,5,2026-04-19 05:30:56,positif,suka banget dapet bunga haha
tolong di permudah Liv cet nya,5,2026-04-19 05:20:48,positif,tolong mudah liv cet nya
aplikasi top,4,2026-04-19 05:10:53,positif,aplikasi top
transaki cepet,5,2026-04-19 04:59:58,positif,transaki cepet
terimakasih sangat memuaskan🙏🙏,5,2026-04-19 04:58:01,positif,terimakasih muas
aku udah masukin no hp yg bener tpi kode otp ga masuk samsek,3,2026-04-19 04:50:01,netral,udah masukin no hp yg bener tpi kode otp ga masuk samsek
pkony AQ seneng bgt pke seabank lancar buat smua2,5,2026-04-19 04:43:04,positif,pkony aq neng bgt pke seabank lancar smua
"knp slalu siapkan E KTP terus berulang kali,jadi GK bsa ke buka seabank ny",1,2026-04-19 04:37:19,negatif,knp slalu siap e ktp ulang kalijadi gk bsa buka seabank ny
MANTAP,5,2026-04-19 04:31:28,positif,mantap
sangat bagus buat transaksi,5,2026-04-19 04:19:46,positif,bagus transaksi
sangat senang. karena aman dan mudah,4,2026-04-19 04:15:33,positif,senang aman mudah
mudah dan simple dartar ga ribet,5,2026-04-19 04:10:21,positif,mudah simple dartar ga ribet
bagus memudahkan para pengguna,5,2026-04-19 04:08:10,positif,bagus mudah guna
mantep pokoknyamah,5,2026-04-19 04:06:41,positif,mantep pokoknyamah
"aman banget selama pake seabank,kolo bisa adain fitur Qris tab min biar memudahkan transaksi lainnya seperti naik transum dll🙏🙏",5,2026-04-19 03:53:59,positif,aman banget pake seabankkolo adain fitur qris tab min biar mudah transaksi transum dll
transaksi nya lancar,5,2026-04-19 03:53:41,positif,transaksi nya lancar
sehabis beli pulsa token selalu lama struk nya di tunggu ada 5 menit baru di kirim lama bnget tolong di perbaiki lagi,3,2026-04-19 03:50:04,netral,habis beli pulsa token struk nya tunggu menit kirim bnget tolong baik
mantap banyak gratisnya,5,2026-04-19 03:44:09,positif,mantap gratis
sangat membantu dlm melakukan segala transaksi mantapkan,5,2026-04-19 03:39:45,positif,bantu dlm transaksi mantap
sangattt baikkk membantuuu,5,2026-04-19 03:34:59,positif,sangattt baikkk membantuuu
semakin mudah karna ada sea bank,5,2026-04-19 03:33:34,positif,mudah karna sea bank
no ribet pokoknya The best pake aplikasi seabank 🥰,5,2026-04-19 03:31:31,positif,no ribet pokok the best pake aplikasi seabank 
oke deh,5,2026-04-19 03:28:08,positif,oke deh
ok bener,4,2026-04-19 03:06:03,positif,ok bener
sangat mempermudah bagi si penggunanya,5,2026-04-19 03:05:50,positif,mudah si guna
gampang TF nya,5,2026-04-19 02:50:30,positif,gampang tf nya
ok lh bisa bertransaksi,5,2026-04-19 02:43:51,positif,ok lh transaksi
"Halo, saya tunanetra pengguna pembaca layar TalkBack. Saya berharap aplikasi ini bisa ditingkatkan untuk kompatibilitasnya dengan pembaca layar TalkBack. banyak kendala-kendala yang saya alami di sini terutama pembacaan yang telat dan kurang responsif. semoga kedepannya bisa lebih inklusi bagi tunanetra. Buatlah aplikasi ini senyaman dan seringan mungkin, terlalu banyak icon-icon dinamis atau icon-icon bergerak menyusahkan TalkBack untuk membacanya dengan cepat..",1,2026-04-19 02:39:52,negatif,halo tunanetra guna baca layar talkback harap aplikasi tingkat kompatibilitas baca layar talkback kendalakendala alami baca telat responsif moga depan inklusi tunanetra buat aplikasi nyaman sering iconicon dinamis iconicon gerak susah talkback baca cepat
prosesnya sangat instan dan rekomendasi semoga selalu amanah,4,2026-04-19 02:29:49,positif,proses instan rekomendasi moga amanah
"puas pake seabang, moga aman selalu",5,2026-04-19 02:26:50,positif,puas pake abang moga aman
jadi memudahkan dlm segala hal,5,2026-04-19 02:22:54,positif,mudah dlm
sangat cepat dan baik,5,2026-04-19 02:21:38,positif,cepat
terbantu sekali dengn aplikasi seabank ini karna gratis admin nya....menghemat bnget...pokok nya the best ni apl nya...suka😍,5,2026-04-19 02:16:31,positif,bantu dengn aplikasi seabank karna gratis admin nyamenghemat bngetpokok nya the best ni apl nyasuka
sangat bagus dan mudah untuk pengiriman,5,2026-04-19 02:11:31,positif,bagus mudah kirim
"bagus, nice, congrats",5,2026-04-19 02:04:07,positif,bagus nice congrats
tranfer mudah dan gratis biaya admin,5,2026-04-19 01:55:22,positif,tranfer mudah gratis biaya admin
manatap,5,2026-04-19 01:53:54,positif,manatap
"sangat bagus, semua transaksi mudah dan cepat dan tidak ada kendala",5,2026-04-19 01:48:24,positif,bagus transaksi mudah cepat kendala
sy suka sy suka,5,2026-04-19 01:43:22,positif,sy suka sy suka
lancar transaksi,5,2026-04-19 01:36:01,positif,lancar transaksi
mantap juaranya seabank jozzz,5,2026-04-19 01:34:39,positif,mantap juara seabank jozzz
sangat senang dan mudah terimakasih seabank,5,2026-04-19 01:31:05,positif,senang mudah terimakasih seabank
mudah dan biaya transfer gratis. tq seabanj,5,2026-04-19 01:28:45,positif,mudah biaya transfer gratis tq seabanj
bagus dan nyaman,5,2026-04-19 01:25:48,positif,bagus nyaman
"mempermudah segalanya, tiada potongan",5,2026-04-19 01:21:47,positif,mudah tiada potong
"Kenapa ya min, saya mau daftar sea bank cuman ga bisa terus dengan catatan ""data diri anda berbeda dengan dukcapil, segera update data anda di dukcapil"" padahal aplikasi serupa seperti ini aman² aja tidak ada begitu.",4,2026-04-19 01:16:08,positif,ya min daftar sea bank cuman ga catat data beda dukcapil update data dukcapil aplikasi aman aja
sanagnt baik,5,2026-04-19 01:11:43,positif,sanagnt
👍🏻,5,2026-04-19 01:08:04,positif,
suka bwegt,5,2026-04-19 00:59:15,positif,suka bwegt
mantap bgt,5,2026-04-19 00:58:07,positif,mantap bgt
tak ribet,5,2026-04-19 00:46:07,positif,ribet
Aplikasi saya kok ga ada fitur pinjaman nya minta solusi nya agar muncul fitur pinjaman nya,5,2026-04-19 00:42:12,positif,aplikasi ga fitur pinjam nya solusi nya muncul fitur pinjam nya
"apk saya kok nda ada fitur pinjaman nya min,ntar kalo sdh ada saya kasih bintang 5",2,2026-04-19 00:40:39,negatif,apk nda fitur pinjam nya minntar kalo sdh kasih bintang
Mudah dan sangat recommended,5,2026-04-19 00:37:23,positif,mudah recommended
sangatt puas mengunakan se abnk,5,2026-04-19 00:23:41,positif,sangatt puas mengunakan abnk
aplikasinya lancar tidak delay rekomended pokoknya,5,2026-04-19 00:04:45,positif,aplikasi lancar delay rekomended pokok
syg kasih 🌟🌟🌟 dll,3,2026-04-19 00:01:39,netral,syg kasih  dll
aplikasi yang sangat membantu,5,2026-04-18 23:56:13,positif,aplikasi bantu
Sangat membantu sekali . Recommend banget,5,2026-04-18 23:53:50,positif,bantu recommend banget
transaksi mudah dan murah,5,2026-04-18 23:52:30,positif,transaksi mudah murah
aplikasi 👍👍👍👍👍👍 bagus,5,2026-04-18 23:45:23,positif,aplikasi  bagus
"mudah ga ribet, dan gratis",5,2026-04-18 23:24:21,positif,mudah ga ribet gratis
bagus bermanfaat,5,2026-04-18 23:12:58,positif,bagus manfaat
bagus bangattt,5,2026-04-18 23:08:43,positif,bagus bangattt
bagus sekliy,5,2026-04-18 22:51:04,positif,bagus sekliy
jadi lebih mudah,5,2026-04-18 22:13:21,positif,mudah
"Tidak pernah di acc saat daftar seabank pinjam Padahal di shopee kedua nya di acc, seperti Spaylater & Spinjam Tapi di seabank malah susah banget Padahal seandai nya di acc bakal jadi aplikasi rawatan",1,2026-04-18 21:35:16,negatif,acc daftar seabank pinjam shopee nya acc spaylater spinjam seabank susah banget anda nya acc aplikasi rawat
banyak sekali celah untuk meningkatkan uang atau saldo yang ada di rekening,5,2026-04-18 21:26:23,positif,celah tingkat uang saldo rekening
agus,5,2026-04-18 21:06:44,positif,agus
dompet digital yang mantulll,5,2026-04-18 20:51:34,positif,dompet digital mantulll
mana bonus an dana nya,5,2026-04-18 20:45:04,positif,bonus an dana nya
mantap 👍👍,5,2026-04-18 20:41:05,positif,mantap 
fiturnya pilih kasih transaksi gede gak ada pinjaman,1,2026-04-18 20:34:12,negatif,fiturnya pilih kasih transaksi gede gak pinjam
ga bisa minjem parah,5,2026-04-18 20:21:45,positif,ga minjem parah
bonosnya mana katanya dapat 200rb,5,2026-04-18 19:42:09,positif,bonosnya rb
"transfer lancar ada buanga harian, terbaik",5,2026-04-18 19:18:09,positif,transfer lancar buanga hari baik
bagus karna limit pengirimanx tinggi,5,2026-04-18 19:11:08,positif,bagus karna limit pengirimanx
sangat memuaskan disetiap pelayanan seabank👍🏻mantap,5,2026-04-18 19:02:46,positif,muas tiap layan seabank mantap
rekomendasi banget. seabank keren.,5,2026-04-18 19:01:21,positif,rekomendasi banget seabank keren
SeaBank is The Best 👍👍👍,5,2026-04-18 18:52:20,positif,seabank is the best 
sangat bagus untuk transaksi,5,2026-04-18 18:48:12,positif,bagus transaksi
keren aplikasinya,5,2026-04-18 18:40:45,positif,keren aplikasi
sangat mudah untuk bertransaksi,5,2026-04-18 18:36:31,positif,mudah transaksi
sukaaq bangettt,5,2026-04-18 18:35:15,positif,sukaaq bangettt
saya sangat senang menggunakan seabank karena transaksinya mudah,5,2026-04-18 18:15:12,positif,senang seabank transaksi mudah
nyaman saat transaksi,5,2026-04-18 18:12:24,positif,nyaman transaksi
top mntap,5,2026-04-18 17:56:02,positif,top mntap
sangat mudah dipakai,5,2026-04-18 17:14:16,positif,mudah pakai
gak bisa pinjam di seabank,4,2026-04-18 17:05:15,positif,gak pinjam seabank
mantap proses cpat,4,2026-04-18 16:59:06,positif,mantap proses cpat
sangat cepat untuk teransaksi pengiriman👍👍👍,5,2026-04-18 16:58:39,positif,cepat teransaksi kirim
saldo tiba-tiba kepotong karna terhubung shopee dan gaada konfirmasi😢,2,2026-04-18 16:57:58,negatif,saldo tibatiba potong karna hubung shopee gaada konfirmasi
sejauh ini aman dan tidak ada kendal cuma udah mulai ada admin untuk transfer ke ewallet dana.. semoga ke yang lain tetep gratis seperti biasa,5,2026-04-18 16:47:18,positif,aman kendal udah admin transfer ewallet dana moga tetep gratis
okeeeee,5,2026-04-18 16:42:15,positif,okeeeee
bagus baik,5,2026-04-18 16:22:22,positif,bagus
mantap smua transaksi jdi mudah cepet dan lancar,5,2026-04-18 16:21:04,positif,mantap smua transaksi jdi mudah cepet lancar
Bagus dan simple sih APK nya di era zaman Digitalisasi saat ini. Tetap dan berikan yang terbaik kepada Nasabahnya. Trims,4,2026-04-18 16:18:54,positif,bagus simple sih apk nya era zaman digitalisasi baik nasabah trims
Top,5,2026-04-18 15:51:57,positif,top
sanggat memuas kan bank seabank,5,2026-04-18 15:48:46,positif,sanggat muas bank seabank
"padahal pinjaman lunas dan gak telat sama sekali tapi pas pengajuan harus menunggu 30 hari setelah pengajuan gagal, gak masuk akal gak ada alasan kenapa pengajuan di tolak, Tolong dong diperbaiki supayara rating gak turun",1,2026-04-18 15:45:33,negatif,pinjam lunas gak telat pas aju tunggu aju gagal gak masuk akal gak alas aju tolak tolong baik supayara rating gak turun
menurut saya si hapus aja verivikasi wajah nya kayak dana aja ngak usah pakai verivikasi wajah dan mau transfer uang pun harus verifikasi wajah dulu biar lebih mudah aja ngak ribet tolong di baca buat admin nya🙏,2,2026-04-18 15:40:30,negatif,si hapus aja verivikasi wajah nya kayak dana aja ngak pakai verivikasi wajah transfer uang verifikasi wajah biar mudah aja ngak ribet tolong baca admin nya
like it,5,2026-04-18 15:39:34,positif,like it
seabank dasyat pokonya keuangan aman dan tidak pernh ada kendala.... trimaksih sellu membantu bisnisku ..,5,2026-04-18 15:34:21,positif,seabank dasyat poko uang aman pernh kendala trimaksih sellu bantu bisnis
alus,5,2026-04-18 15:28:45,positif,alus
good lah bagus,5,2026-04-18 15:26:47,positif,good bagus
Mudah untuk dipahami,4,2026-04-18 15:25:01,positif,mudah paham
senang menggunakan,5,2026-04-18 15:24:39,positif,senang
aplikasi sangat bagus dan mudah,5,2026-04-18 15:03:10,positif,aplikasi bagus mudah
seng bngett pke seabank,3,2026-04-18 14:52:30,netral,seng bngett pke seabank
keren dan mudah di gunakan sea Bank 👍🥰🥰🥰,5,2026-04-18 14:49:31,positif,keren mudah sea bank 
senang sekali... lancar sllu transksinya,5,2026-04-18 14:34:27,positif,senang lancar sllu transksinya
"apk ga guna, daftar aja sulit gagal terus verifikasi data udah jelas",1,2026-04-18 14:31:14,negatif,apk ga daftar aja sulit gagal verifikasi data udah
"Sangat membantu sya,mudah dan ringan",5,2026-04-18 14:27:46,positif,bantu syamudah ringan
senang banget sama aplikasi ini,5,2026-04-18 14:26:23,positif,senang banget aplikasi
okayy pisan,5,2026-04-18 14:22:57,positif,okayy pis
aplikasi yg sangat bermanfaat,4,2026-04-18 14:08:58,positif,aplikasi yg manfaat
"dari jam 7 sampe skarang jam 09.02 masih aj nga di acc, mana sudah pengajuan juga.!!!",5,2026-04-18 14:02:34,positif,jam sampe skarang jam aj nga acc aju
senang gratis pengiriman,5,2026-04-18 13:57:03,positif,senang gratis kirim
"min tlong donk d akun seabank ku, d masukkan seabank pinjamnya.. saya nasabah lama tp kok gk dpt2 ya",5,2026-04-18 13:55:42,positif,min tlong donk d akun seabank ku d masuk seabank pinjam nasabah tp gk dpt ya
gak asik sm kurang memuaskan kalau gak ada fitur seabank pinjam nya,5,2026-04-18 13:48:19,positif,gak asik sm muas gak fitur seabank pinjam nya
sea Bank sangat Bagus,5,2026-04-18 13:47:33,positif,sea bank bagus
Seabank sangat baik,5,2026-04-18 13:46:19,positif,seabank
sangat memuaskan pelayanannya,5,2026-04-18 13:44:18,positif,muas layan
bagus kilat,5,2026-04-18 13:44:10,positif,bagus kilat
bagusss bermanfaat,5,2026-04-18 13:39:39,positif,bagusss manfaat
banyak gratisannya,5,2026-04-18 13:36:39,positif,gratis
bagus dan saya sangat puas,5,2026-04-18 13:34:04,positif,bagus puas
cepat prosesnya tidak ada kendala dan lancar,4,2026-04-18 13:31:47,positif,cepat proses kendala lancar
mantap aplikasi nya,5,2026-04-18 13:26:06,positif,mantap aplikasi nya
sangat baik di gunakan,5,2026-04-18 13:20:34,positif,
praktis dan banyak promonya,5,2026-04-18 13:17:28,positif,praktis promonya
sangat mudah digunakan dan praktis.. sukses selalu buat SeaBank. terimakasih,5,2026-04-18 13:15:01,positif,mudah praktis sukses seabank terimakasih
mantap dan efisien,5,2026-04-18 13:14:30,positif,mantap efisien
sangat sangat aman dan praktis,5,2026-04-18 13:07:33,positif,aman praktis
sangat terbantu. terima kasih SeaBank,5,2026-04-18 13:06:02,positif,bantu terima kasih seabank
puas dngn apk seabank,5,2026-04-18 13:05:26,positif,puas dngn apk seabank
penggunaan simple gampang,5,2026-04-18 12:58:17,positif,guna simple gampang
responsif dan mudah,5,2026-04-18 12:55:57,positif,responsif mudah
digunakan sehari hari dan untuk jangka panjang sangat working,5,2026-04-18 12:54:14,positif,hari jangka working
sangat membantu kami para nasabah,5,2026-04-18 12:53:33,positif,bantu nasabah
simple ngak ribet,5,2026-04-18 12:53:18,positif,simple ngak ribet
sangat membantu dan baik di gunakan,5,2026-04-18 12:51:46,positif,bantu
aplikasi mudah digunakan sangat baik mantap,5,2026-04-18 12:44:43,positif,aplikasi mudah mantap
"bagus, aman dan mudah",5,2026-04-18 12:36:09,positif,bagus aman mudah
mudah dan aman..,5,2026-04-18 12:31:45,positif,mudah aman
trsfer cepat tanpa ganguan,5,2026-04-18 12:19:32,positif,trsfer cepat ganguan
seabank baik,4,2026-04-18 12:18:12,positif,seabank
👍👍🥰,5,2026-04-18 12:17:22,positif,
sangat istimewah,5,2026-04-18 12:14:50,positif,istimewah
alhamdulillah pake seabank ga ribet,5,2026-04-18 12:14:23,positif,alhamdulillah pake seabank ga ribet
Kak mohon maaf saya mau minta bantuan saya tidak masuk di aplikasi seabank karena lupa pin sama pasword boleh minta bantuan nya sedangkan di dalam rekening ada uang nya,5,2026-04-18 12:08:57,positif,kak mohon maaf bantu masuk aplikasi seabank lupa pin pasword bantu nya rekening uang nya
tanpa admin 👍👍👍,5,2026-04-18 12:05:05,positif,admin 
sngat baik,5,2026-04-18 12:00:58,positif,sngat
sangat baik lancar,5,2026-04-18 11:50:15,positif,lancar
puaaaaaaassss bangeeett,5,2026-04-18 11:46:48,positif,puaaaaaaassss bangeeett
aplikasi nya bagus untuk digunakan buat transfer,5,2026-04-18 11:42:12,positif,aplikasi nya bagus transfer
sampai saat ni masih nyaman menggunakannya,5,2026-04-18 11:37:02,positif,ni nyaman guna
bagus keren,5,2026-04-18 11:31:24,positif,bagus keren
memudahkan bertransaksi,5,2026-04-18 11:28:00,positif,mudah transaksi
"mempermudah, bagus",5,2026-04-18 11:26:46,positif,mudah bagus
biaya transfer murah,5,2026-04-18 11:24:58,positif,biaya transfer murah
transaksi cepat dan mudah serta banyak bonus,5,2026-04-18 11:21:12,positif,transaksi cepat mudah bonus
sangan membantu sekali tanpa ada kenada apapun lancar jaya👍🏻👍🏻👍🏻👍🏻,5,2026-04-18 11:19:51,positif,sangan bantu nada apa lancar jaya
baik tidak mengecewakan,5,2026-04-18 11:17:22,positif,kecewa
mantap nyaman di gunakan,5,2026-04-18 11:14:36,positif,mantap nyaman
apk good,5,2026-04-18 11:13:52,positif,apk good
seabank thebest,5,2026-04-18 11:07:59,positif,seabank thebest
"mudah untuk transaksi, cepat efektif, q suka banget",5,2026-04-18 10:56:32,positif,mudah transaksi cepat efektif q suka banget
senang menggunakan seabank...mempermudah transaksi ku,5,2026-04-18 10:55:34,positif,senang seabankmempermudah transaksi ku
tingkatkan lagi,5,2026-04-18 10:51:21,positif,tingkat
"saldo saya hilang padahal saya tidak melakukan transaksi apapun, berlangganan juga enggak, bisa bisanya terpotong",1,2026-04-18 10:47:07,negatif,saldo hilang transaksi apa langgan bisa potong
seneng bnget pke seabank . transfer gratiss ke semya bank,5,2026-04-18 10:46:16,positif,neng bnget pke seabank transfer gratiss semya bank
knp si pinjam ngk di semua aplikasi sea bank knp pilih2,5,2026-04-18 10:44:06,positif,knp si pinjam ngk aplikasi sea bank knp pilih
ko blm keluar yaa pengajuan pinjaman ya mohon dong di update,5,2026-04-18 10:37:46,positif,ko blm yaa aju pinjam ya mohon update
"oke, butuh seabank pinjam",5,2026-04-18 10:37:23,positif,oke butuh seabank pinjam
Bagus aja sih,5,2026-04-18 10:24:49,positif,bagus aja sih
bagus enak mudah di gunakan,5,2026-04-18 10:20:27,positif,bagus enak mudah
keren banget akun bank ini,5,2026-04-18 10:19:18,positif,keren banget akun bank
sangat aman dan nyaman terpercaya,5,2026-04-18 10:15:58,positif,aman nyaman percaya
"mantap dipaksa rating mulu bawel, tapi oke keren",5,2026-04-18 09:58:29,positif,mantap paksa rating mulu bawel oke keren
"bagus, mempermudah pembayaran",5,2026-04-18 09:51:33,positif,bagus mudah bayar
mantap bagus uky,5,2026-04-18 09:45:54,positif,mantap bagus uky
saya kehilangan no HP sama gmail tapi sudah saya chat sama saya telpon kok respon hanya nanya data saja tapi setelah saya kasih semua data nya blm dibalas bantu lah buat seabank saya mau login ke akun saya susah saya kehilangan no HP saya jadi saya tidak dpt login,1,2026-04-18 09:43:30,negatif,hilang no hp gmail chat telpon respon nanya data kasih data nya blm balas bantu seabank login akun susah hilang no hp dpt login
mudah dan hemat,5,2026-04-18 09:41:58,positif,mudah hemat
"mantap, transaksi sangat cepat",5,2026-04-18 09:31:26,positif,mantap transaksi cepat
mudah untuk bertransaksi,5,2026-04-18 09:22:49,positif,mudah transaksi
cara tranfer mudah yg pastinya gratis dan dpt bonus,5,2026-04-18 09:20:27,positif,tranfer mudah yg pasti gratis dpt bonus
sangat senang sekali bisa berbagi ke bank lain,5,2026-04-18 09:11:24,positif,senang bagi bank
Mantul Bank nya,5,2026-04-18 09:09:52,positif,mantul bank nya
layanan nya sangat baik,4,2026-04-18 08:46:27,positif,layan nya
"sukaaa ini ngebantu banget, banyak untungnya juga 😭✌️",5,2026-04-18 08:44:39,positif,sukaaa ngebantu banget untung 
aplikasinya sangat bagus dan mudah dipahami biaya transaksinya nuha murah,5,2026-04-18 08:41:29,positif,aplikasi bagus mudah paham biaya transaksi nuha murah
mntp bgus,5,2026-04-18 08:35:22,positif,mntp bgus
semoga tetep baik,3,2026-04-18 08:24:03,netral,moga tetep
parah udh gak bisa login lagi dari tgl 2 april 2026 udah hubingi cs katanya suruh tunggu 6 hari kerja tapi sapai skarang masih belum bisa login juga.,1,2026-04-18 08:23:00,negatif,parah udh gak login tgl april udah hubingi cs suruh tunggu kerja sapai skarang login
bagus terus kaya gini ya,5,2026-04-18 08:21:31,positif,bagus kaya gin ya
seabank membantu masyarakat pedalaman,5,2026-04-18 08:21:21,positif,seabank bantu masyarakat dalam
sejauh ini Alhamdulillah puas,5,2026-04-18 08:20:09,positif,alhamdulillah puas
andalan pokoknya bisa ke bank dan e walet dan lagi jarang eror. love pokoknya,5,2026-04-18 08:15:59,positif,andal pokok bank e walet jarang eror love pokok
Emang apk yg paling bagus.... Dan mudah untuk digunakan,5,2026-04-18 08:07:55,positif,emang apk yg bagus mudah
lumayan bagus pelayananya,3,2026-04-18 08:07:05,netral,lumayan bagus pelayananya
"ya mudah""an ada manfaat nya nabung di seaBank ..utk ke doanya srta berkembang utk dunia USHA nya.termksih..",5,2026-04-18 08:05:23,positif,ya mudah manfaat nya nabung seabank utk doa srta kembang utk dunia usha nyatermksih
"mantappp, bank andalannya gen z",5,2026-04-18 08:04:50,positif,mantappp bank andal gen z
"tadinya pake seabank karna tau tf no adm, sekarang buat tf ke dana ada adm, apalagi ke gopay, tf nya cuma 3rb, adm nya 1rb",1,2026-04-18 08:02:08,negatif,pake seabank karna tau tf no adm tf dana adm gopay tf nya rb adm nya rb
sangat membantu👍,5,2026-04-18 07:59:40,positif,bantu
sya puas,5,2026-04-18 07:55:56,positif,sya puas
tercepat terbaik terlenkap,5,2026-04-18 07:54:53,positif,cepat baik terlenkap
bank yg sangat mudah digunakan.,5,2026-04-18 07:52:12,positif,bank yg mudah
Yes.. Gaskan terus seabank ok 😊☺😉,5,2026-04-18 07:45:16,positif,yes gas seabank ok 
trimaksih seabank,5,2026-04-18 07:44:14,positif,trimaksih seabank
"Aplikasi mudah digunakan, UI smooth, sat set banget",5,2026-04-18 07:43:47,positif,aplikasi mudah ui smooth sat set banget
min bagaimn seabnk sya ngk bisa di akses,5,2026-04-18 07:23:23,positif,min bagaimn seabnk sya ngk akses
"proses mudah dan cepat,saya sangat puas",5,2026-04-18 07:22:40,positif,proses mudah cepatsaya puas
biaya transfer bebas admin,5,2026-04-18 07:17:13,positif,biaya transfer bebas admin
mudah d gunakan,5,2026-04-18 07:17:07,positif,mudah d
jangan sampai akun kami dibajak orang lain,5,2026-04-18 07:16:27,positif,akun bajak orang
ok terimakasih,5,2026-04-18 07:15:19,positif,ok terimakasih
mantap👍👍,5,2026-04-18 07:14:33,positif,mantap
aplikasi baik,5,2026-04-18 07:12:42,positif,aplikasi
"bagus bisa nabung dan bisa minjam uang di sini, mksh seabank",5,2026-04-18 07:12:13,positif,bagus nabung minjam uang mksh seabank
percaya lebih aman,5,2026-04-18 07:06:07,positif,percaya aman
Mantap...,5,2026-04-18 07:05:36,positif,mantap
singkat padat jelas,5,2026-04-18 07:01:22,positif,singkat padat
mau daftar udah berulang ulang tapi kode otp ngga dikirim trus gimana mau daftar,3,2026-04-18 06:58:35,netral,daftar udah ulang ulang kode otp ngga kirim trus gimana daftar
bagus sekali ini,5,2026-04-18 06:55:36,positif,bagus
fast respon suka sekali,5,2026-04-18 06:51:26,positif,fast respon suka
senang transfer lewat seabank,5,2026-04-18 06:49:15,positif,senang transfer seabank
Very nice,5,2026-04-18 06:34:28,positif,very nice
mudah dan aman digunakan,5,2026-04-18 06:30:04,positif,mudah aman
Kata nya dapat saldo 200.000 ribu Bosku..?? Saya cobak daftarkan atau bukak rekening di SeaBank ngak ada saldo 200.000 ribu yg saya dapatkan di akun rekening saya Bosku..?!!,5,2026-04-18 06:29:38,positif,nya saldo ribu bos cobak daftar bukak rekening seabank ngak saldo ribu yg dapat akun rekening bos
aman.. mudah tf ke manaa aja,5,2026-04-18 06:06:51,positif,aman mudah tf manaa aja
"baguss, tanpa biaya adm",5,2026-04-18 06:06:24,positif,baguss biaya adm
bgus jjur WA rumah:ts,3,2026-04-18 06:01:42,netral,bgus jjur wa rumahts
Uda lama pakai seabank untuk transaksi tapi masih belum dapat fitur seabank pinjam. .,5,2026-04-18 05:59:54,positif,uda pakai seabank transaksi fitur seabank pinjam
seneng menggunakan seabank lancar tnpa kndla,5,2026-04-18 05:58:48,positif,neng seabank lancar tnpa kndla
jos tingkatkan terus,5,2026-04-18 05:50:55,positif,jos tingkat
saya udah buka rekening seabank mana gratis saldonya 200rb ga ada,2,2026-04-18 05:50:30,negatif,udah buka rekening seabank gratis saldo rb ga
"bela belain isi pulsa buat telpon admin ,masih ngga ada solusi ,sudah masukan data benar juga ,",1,2026-04-18 05:50:06,negatif,bela bain isi pulsa telpon admin ngga solusi masuk data
sangat membantu dan memudahkan transaksi,5,2026-04-18 05:49:03,positif,bantu mudah transaksi
keren pokonya,5,2026-04-18 05:43:13,positif,keren poko
"simpel,gampang bikinnya.",4,2026-04-18 05:28:01,positif,simpelgampang bikin
"APLIKASINYA BAGUS, TAPI ADMIN TOP UP E WALLET NYA TERLALU BESAR",4,2026-04-18 05:27:50,positif,aplikasi bagus admin top up e wallet nya
"ini kenapa aih seabank sekarang kalau suka logout sendiri? giliran mau login suruh masukin poto ktp mulu. udah berhasil, eh malah balik lagi ke poto ktp. gitu aja terus ampe kiamat 🥴",1,2026-04-18 05:27:25,negatif,aih seabank suka logout gilir login suruh masukin poto ktp mulu udah hasil eh poto ktp gitu aja ampe kiamat 
"kereen ,, transfer nya tanpa administrasi",5,2026-04-18 05:22:11,positif,kereen transfer nya administrasi
makin susah buat scan .. pelayanan model apa,1,2026-04-18 05:19:38,negatif,susah scan layan model
ok ..so far so god,5,2026-04-18 05:18:25,positif,ok so far so god
satset,5,2026-04-18 05:17:40,positif,satset
mantapss,4,2026-04-18 05:17:11,positif,mantapss
recommended banget,5,2026-04-18 05:14:54,positif,recommended banget
S pinjamnya blm ada ya...,5,2026-04-18 05:05:00,positif,s pinjam blm ya
transaksi jdi lbih mudah. tmksih seabank,4,2026-04-18 04:59:57,positif,transaksi jdi lbih mudah tmksih seabank
"mantap, terimakasih sea bank",5,2026-04-18 04:53:36,positif,mantap terimakasih sea bank
cepat proses transfernya cuman d kenakan biaya seribu sayangnya,5,2026-04-18 04:50:49,positif,cepat proses transfer cuman d kena biaya ribu sayang
kasih debit virtual dong,4,2026-04-18 04:41:15,positif,kasih debit virtual
